Player ID,Year,Rnd,Player,Pos,PB,St,G,SB,College/Univ
430,1980,9,Ron McCall,WR,0,0,,0,Ark-Pine Bluff
431,1980,10,Woodrow Wilson,DB,0,0,,0,North Carolina St.
432,1980,10,Ken Fritz,G,0,0,,0,Ohio St.
433,1980,11,Frank Pollard,RB,0,4,111,0,Baylor
434,1980,12,Charles Vaclavik,DB,0,0,,0,Texas
435,1980,12,Tyrone McGriff,G,0,1,36,0,Florida A&M
436,1979,1,Greg Hawthorne,RB,0,1,105,1,Baylor
437,1979,2,Zack Valentine,LB,0,0,56,1,East Carolina
438,1979,4,Russell Davis,RB,0,0,42,0,Michigan
439,1979,4,Calvin Sweeney,WR,0,2,102,0,USC
440,1979,5,Dwaine Board,DE,0,6,121,0,North Carolina A&T
441,1979,6,Bill Murrell,TE,0,0,12,0,Winston-Salem St.
442,1979,6,Dwayne Woodruff,DB,0,8,157,1,Louisville
443,1979,6,Matt Bahr,K,0,0,235,1,Penn St.
444,1979,7,Bruce Kimball,G,0,0,25,0,Massachusetts
445,1979,8,Tom Graves,LB,0,0,11,1,Michigan St.
446,1979,9,Richard Kirk,DE,0,0,,0,Denison
447,1979,10,Tod Thompson,TE,0,0,,0,BYU
448,1979,11,Charlie Moore,C,0,0,,0,Wichita St.
449,1979,12,Ed Smith,LB,0,0,32,0,Vanderbilt
450,1979,12,Mike Almond,WR,0,0,,0,
451,1978,1,Ron Johnson,DB,0,4,91,2,Eastern Michigan
452,1978,2,Willie Fry,DE,0,0,,0,Notre Dame
453,1978,3,Craig Colquitt,P,0,0,97,2,Tennessee
454,1978,4,Larry Anderson,DB,0,2,82,2,Louisiana Tech
455,1978,6,Randy Reutershan,WR,0,0,11,1,Pittsburgh
456,1978,7,Mark Dufresne,TE,0,0,,0,Nebraska
457,1978,8,Rick Moser,RB,0,0,49,2,Rhode Island
458,1978,8,Andre Keys,WR,0,0,,0,Cal Poly-San Luis Obispo
459,1978,9,Lance Reynolds,T,0,0,,0,BYU
460,1978,10,Doug Becker,LB,0,0,9,0,Notre Dame
461,1978,10,Tom Jurich,K,0,0,1,0,Northern Arizona
462,1978,11,Nat Terry,DB,0,0,10,1,Florida St.
463,1978,11,Tom Brzoza,C,0,0,,0,Pittsburgh
464,1978,12,Brad Carr,LB,0,0,,0,Maryland
465,1977,1,Robin Cole,LB,1,8,166,2,New Mexico
466,1977,2,Sidney Thornton,RB,0,1,74,2,Northwestern St. (LA)
467,1977,3,Tom Beasley,DE,0,3,105,2,Virginia Tech
468,1977,3,Jim Smith,WR,0,1,79,2,Michigan
469,1977,4,Ted Petersen,T,0,2,94,2,Eastern Illinois
470,1977,4,Laverne Smith,RB,0,0,7,0,Kansas
471,1977,4,Dan Audick,T,0,2,76,0,Hawaii
472,1977,5,Cliff Stoudt,QB,0,1,66,0,Youngstown St.
473,1977,5,Steve Courson,G,0,6,103,2,South Carolina
474,1977,5,Dirt Winston,LB,0,4,142,2,Arkansas
475,1977,6,Paul Harris,LB,0,0,20,0,Alabama
476,1977,7,Randy Frisch,DT,0,0,,0,Missouri
477,1977,8,Phil August,WR,0,0,,0,Miami (FL)
478,1977,9,Roosevelt Kelly,TE,0,0,,0,Eastern Kentucky
479,1977,10,Alvin Cowans,DB,0,0,,0,Florida
480,1977,10,Dave LaCrosse,LB,0,0,14,0,Wake Forest
481,1977,11,Lou West,DB,0,0,,0,Cincinnati
482,1977,12,Jimmy Stephens,TE,0,0,,0,Florida
483,1976,1,Bennie Cunningham,TE,0,6,118,2,Clemson
484,1976,2,Ray Pinney,T,0,7,125,1,Washington
485,1976,2,Mike Kruczek,QB,0,0,36,2,Boston Col.
486,1976,2,James Files,C,0,0,,0,McNeese St.
487,1976,3,Ron Coder,G,0,1,53,0,Penn St.
488,1976,3,Ernest Pough,WR,0,0,40,0,Texas Southern
489,1976,4,Wonder Monds,DB,0,0,16,0,Nebraska
490,1976,4,Theo Bell,WR,0,1,127,2,Arizona
491,1976,5,Rodney Norton,LB,0,0,,0,Rice
492,1976,6,Gary Dunn,NT,0,8,146,2,Miami (FL)
493,1976,6,Jack Deloplaine,RB,0,0,40,2,Salem
494,1976,7,Barry Burton,TE,0,0,,0,Vanderbilt
495,1976,8,Ed McAleney,DE,0,0,2,0,Massachusetts
496,1976,9,Wentford Gaines,DB,0,0,36,1,Cincinnati
497,1976,10,Gary Campbell,LB,0,5,93,0,Colorado
498,1976,11,Rolland Fuchs,RB,0,0,,0,Arkansas
499,1976,12,Bill Carroll,WR,0,0,,0,Texas A&M-Commerce
500,1976,13,Larry Kain,TE,0,0,,0,Ohio St.
501,1976,14,Wayne Fields,DB,0,0,,0,Florida
502,1976,15,Mel Davis,DE,0,0,,0,North Texas
503,1976,16,Randy Butts,RB,0,0,,0,Nebraska-Kearney
504,1976,17,Kelvin Kirk,WR,0,0,,0,Dayton
505,1975,1,Dave Brown,DB,1,14,216,1,Michigan
506,1975,2,Bob Barber,DE,0,1,60,0,Grambling St.
507,1975,3,Walter White,TE,0,2,63,0,Maryland
508,1975,4,Harold Evans,LB,0,0,,0,Houston
509,1975,5,Brent Sexton,DB,0,0,11,0,Elon
510,1975,6,Marvin Crenshaw,T,0,0,,0,Nebraska
511,1975,8,Wayne Mattingly,T,0,0,,0,Colorado
512,1975,8,Tom Kropp,LB,0,0,,0,Nebraska-Kearney
513,1975,8,Al Humphrey,DE,0,0,,0,Tulsa
514,1975,9,Eugene Clark,G,0,0,,0,UCLA
515,1975,9,Bruce Reimer,RB,0,0,,0,North Dakota St.
516,1975,10,Kirt Heyer,DT,0,0,,0,Nebraska-Kearney
517,1975,10,Archie Gray,WR,0,0,,0,Wyoming
518,1975,11,Randy Little,TE,0,0,,0,West Liberty St.
519,1975,12,Greg Murphy,DE,0,0,,0,Penn St.
520,1975,13,Bob Gaddis,WR,0,0,2,0,Miss. Valley St.
521,1975,14,Mike Collier,RB,0,0,36,1,Morgan St.
522,1975,15,James Thatcher,WR,0,0,,0,Langston
523,1975,15,Marty Smith,DT,0,1,14,0,Louisville
524,1975,16,Miller Bassler,TE,0,0,,0,Houston
525,1975,17,Stan Hegener,G,0,0,,0,Nebraska
526,1974,1,Lynn Swann HOF,WR,3,8,116,0,USC
527,1974,2,Jack Lambert HOF,LB,9,10,146,0,Kent St.
528,1974,4,John Stallworth HOF,WR,3,10,165,0,Alabama A&M
529,1974,4,Jimmy Allen,DB,0,4,110,2,UCLA
530,1974,5,Mike Webster HOF,C,9,14,245,0,Wisconsin
531,1974,6,Jim Wolf,DT,0,0,25,1,Prairie View A&M
532,1974,6,Rich Druschel,T,0,0,11,1,North Carolina St.
533,1974,7,Allen Sitterle,T,0,0,,0,North Carolina St.
534,1974,7,Scott Garske,TE,0,0,,0,Eastern Michigan
535,1974,8,Mark Gefert,LB,0,0,,0,Purdue
536,1974,9,Tommy Reamon,RB,0,0,11,0,Missouri
537,1974,9,Charles Davis,DT,0,4,74,1,TCU
538,1974,10,Jim Kregel,G,0,0,,0,Ohio St.
539,1974,10,Dave Atkinson,DB,0,0,,0,BYU
540,1974,11,Dickie Morton,RB,0,0,,0,Arkansas
541,1974,12,Hugh Lickiss,LB,0,0,,0,Simpson
542,1974,13,Frank Kolch,QB,0,0,,0,Eastern Michigan
543,1974,14,Bruce Henley,DB,0,0,,0,Rice
544,1974,15,Larry Hunt,DT,0,0,,0,Iowa St.
545,1974,16,Octavus Morgan,LB,0,0,,0,Illinois
546,1974,17,Larry Moore,DE,0,0,,0,Angelo State (TX)
547,1973,1,J.T. Thomas,DB,1,6,125,3,Florida St.
548,1973,2,Ken Phares,DB,0,0,,0,Mississippi St.
549,1973,3,Roger Bernhardt,G,0,0,18,0,Kansas
550,1973,4,Gail Clark,LB,0,0,19,0,Michigan St.
551,1973,5,Dave Reavis,T,0,6,121,2,Arkansas
552,1973,5,Larry Clark,LB,0,0,,0,Northern Illinois
553,1973,6,Ron Bell,RB,0,0,,0,Illinois St.
554,1973,6,Glenn Scolnik,WR,0,0,1,0,Indiana
555,1973,7,Nate Dorsey,WR,0,0,2,0,Miss. Valley St.
556,1973,8,Loren Toews,LB,0,4,149,4,California
557,1973,8,Bill Janssen,T,0,0,,0,Nebraska
558,1973,9,Bracey Bonham,G,0,0,,0,North Carolina Central
559,1973,10,Don Wunderly,DT,0,0,,0,Arkansas
560,1973,11,Bob White,DB,0,0,,0,Arizona
561,1973,12,Willie Lee,RB,0,0,,0,Indiana St.
562,1973,13,Rick Fergerson,WR,0,0,,0,Kansas St.
563,1973,14,Roger Cowan,DE,0,0,,0,Stanford
564,1973,15,Charles Cross,DB,0,0,,0,Iowa
565,1973,16,Glen Nardi,DT,0,0,,0,Navy
566,1973,17,Mike Shannon,DT,0,0,,0,Oregon St.
567,1972,1,Franco Harris HOF,RB,9,12,173,0,Penn St.
568,1972,2,Gordon Gravelle,T,0,4,96,2,BYU
569,1972,3,John McMakin,TE,0,2,60,1,Clemson
570,1972,4,Lorenzo Brinkley,DB,0,0,,0,Missouri
571,1972,4,Ed Bradley,LB,0,2,93,2,Wake Forest
572,1972,5,Steve Furness,DT,0,2,106,4,Rhode Island
573,1972,6,Dennis Meyer,DB,0,0,11,0,Arkansas St.
574,1972,7,Joe Colquitt,DE,0,0,,0,Kansas St.
575,1972,7,Robert Kelly,DB,0,0,,0,Jackson St.
576,1972,8,Stahle Vincent,RB,0,0,,0,Rice
577,1972,9,Don Kelley,DB,0,0,,0,Clemson
578,1972,10,Bob Brown,DT,0,0,,0,Tampa
579,1972,11,Joe Gilliam,QB,0,0,20,2,Tennessee St.
580,1972,12,Ron Curl,T,0,0,,0,Michigan St.
581,1972,13,Ernie Messmer,T,0,0,,0,Villanova
582,1972,14,Tommy Durrance,RB,0,0,,0,Florida
583,1972,15,John Hulecki,G,0,0,,0,Massachusetts
584,1972,15,Charles Harrington,G,0,0,,0,Wichita St.
585,1972,16,Nate Hawkins,WR,0,0,11,0,UNLV
586,1972,17,Ron Linehan,LB,0,0,,0,Idaho
587,1971,1,Frank Lewis,WR,1,9,155,2,Grambling St.
588,1971,2,Jack Ham HOF,LB,8,12,162,0,Penn St.
589,1971,3,Steve Davis,RB,0,1,65,1,Delaware St.
590,1971,4,Gerry Mullins,G,0,5,124,4,USC
591,1971,4,Dwight White,DE,2,8,126,4,Texas A&M-Commerce
592,1971,5,Larry Brown,T,1,9,167,4,Kansas
593,1971,5,Mel Holmes,G,0,0,29,0,North Carolina A&T
594,1971,5,Ralph Anderson,DB,0,2,34,0,West Texas A&M
595,1971,5,Fred Brister,LB,0,0,,0,Mississippi
596,1971,6,Craig Hanneman,DE,0,0,47,0,Oregon St.
597,1971,7,Worthy McClure,T,0,0,,0,Mississippi
598,1971,8,Larry Crowe,RB,0,0,6,0,Texas Southern
599,1971,8,Paul Rogers,K,0,0,,0,Nebraska
600,1971,8,Ernie Holmes,DT,0,4,84,2,Texas Southern
601,1971,9,Mike Anderson,LB,0,0,,0,LSU
602,1971,10,Jim O'Shea,TE,0,0,,0,Boston Col.
603,1971,11,Mike Wagner,DB,2,8,119,4,Western Illinois
604,1971,13,Al Young,WR,0,0,15,0,South Carolina St.
605,1971,14,McKinney Evans,DB,0,0,,0,New Mex. Highlands
606,1971,15,Ray Makin,G,0,0,,0,Kentucky
607,1971,16,Walter Huntley,DB,0,0,,0,
608,1971,17,Danny Ehle,RB,0,0,,0,Howard Payne
609,1970,1,Terry Bradshaw HOF,QB,3,13,168,0,Louisiana Tech
610,1970,2,Ron Shanklin,WR,1,5,72,1,North Texas
611,1970,3,Mel Blount HOF,DB,5,14,200,0,Southern
612,1970,4,Ed George,T,0,2,56,0,Wake Forest
613,1970,4,Jim Evenson,RB,0,0,,0,Oregon
614,1970,5,Jon Staggers,WR,0,2,70,0,Missouri
615,1970,6,Manuel Barrera,LB,0,0,,0,Kansas St.
616,1970,6,Clarence Kegler,T,0,0,,0,South Carolina St.
617,1970,7,Danny Griffin,RB,0,0,,0,Texas-Arlington
618,1970,8,Dave Smith,WR,0,3,44,0,Waynesburg
619,1970,9,Carl Crennel,LB,0,0,3,0,West Virginia
620,1970,10,Isaiah Brown,DB,0,0,,0,Stanford
621,1970,11,Calvin Hunt,C,0,1,21,0,Baylor
622,1970,12,Rick Sharp,T,0,0,29,0,Washington
623,1970,13,Billy Main,RB,0,0,,0,Oregon St.
624,1970,14,Bert Askson,DE,0,0,54,0,Texas Southern
625,1970,15,Glen Keppy,DT,0,0,,0,Wisconsin–Platteville
626,1970,16,Frank Yanossy,DT,0,0,,0,Tennessee
627,1970,17,Harry Key,TE,0,0,,0,Miss. Valley St.
628,1969,1,Joe Greene HOF,DT,10,12,181,0,North Texas
629,1969,2,Terry Hanratty,QB,0,0,50,2,Notre Dame
630,1969,2,Warren Bankston,RB,0,0,114,0,Tulane
631,1969,3,Jon Kolb,T,0,9,177,4,Oklahoma St.
632,1969,4,Bob Campbell,WR,0,0,14,0,Penn St.
633,1969,7,Chuck Beatty,DB,0,2,34,0,North Texas
634,1969,7,Chadwick Brown,T,0,0,,0,Texas A&M-Commerce
635,1969,8,Joe Cooper,FL,0,0,,0,Tennessee St.
636,1969,9,John Sodaski,LB,0,1,21,0,Villanova
637,1969,10,L.C. Greenwood,DE,6,10,170,4,Ark-Pine Bluff
638,1969,11,Clarence Washington,DT,0,0,27,0,Ark-Pine Bluff
639,1969,12,Doug Fisher,LB,0,0,10,0,San Diego St.
640,1969,13,John Lynch,LB,0,0,,0,Drake
641,1969,14,Bob Houmard,RB,0,0,,0,Ohio
642,1969,15,Ken Liberto,WR,0,0,,0,Louisiana Tech
643,1969,16,Dock Mosley,FL,0,0,,0,Alcorn St.
644,1969,17,Bill Eppright,K,0,0,,0,Kent St.
645,1968,1,Mike Taylor,T,0,1,46,0,USC
646,1968,2,Ernie Ruple,DE,0,0,14,0,Arkansas
647,1968,3,Jon Henderson,WR,0,0,37,0,Colorado St.
648,1968,3,Ken Hebert,WR,0,0,3,0,Houston
649,1968,7,Doug Dalton,RB,0,0,,0,New Mexico St.
650,1968,7,Bill Glennon,DT,0,0,,0,Washington
651,1968,8,Danny Holman,QB,0,0,,0,San Jose St.
652,1968,9,John Knight,DE,0,0,,0,Weber St.
653,1968,11,Kim King,QB,0,0,,0,Georgia Tech
654,1968,12,Sam Wheeler,LB,0,0,,0,Wisconsin
655,1968,13,Joe Roundy,G,0,0,,0,Puget Sound
656,1968,14,Lou Harris,DB,0,0,14,0,Kent St.
657,1968,15,Bob Lanning,DE,0,0,,0,No. Montana
658,1968,16,Rocky Bleier,RB,0,6,140,4,Notre Dame
659,1968,17,Bob Cole,LB,0,0,,0,South Carolina
660,1967,2,Don Shy,RB,0,1,84,0,San Diego St.
661,1967,3,Rocky Freitas,T,1,8,134,0,Oregon St.
662,1967,4,Ray May,LB,0,7,118,0,USC
663,1967,6,Mike Haggerty,T,0,2,60,0,Miami (FL)
664,1967,8,John Foruria,DB,0,0,9,0,Idaho
665,1967,8,Mike Barnes,T,0,0,,0,Purdue
666,1967,9,Paul Otis,DT,0,0,,0,Houston
667,1967,10,Bill Wilsey,LB,0,0,,0,Fresno St.
668,1967,11,Jim Whitcomb,FL,0,0,,0,Emporia St.
669,1967,13,Jim Homan,G,0,0,,0,USC
670,1967,14,Chet Anderson,TE,0,0,14,0,Minnesota
671,1967,15,Mike Love,FB,0,0,,0,Abilene Christian
672,1967,16,Bill Smith,C,0,0,,0,Oregon
673,1967,17,Mike Davenport,FB,0,0,,0,Wyoming
674,1966,1,Dick Leftridge,FB,0,0,4,0,West Virginia
675,1966,2,Larry Gagner,G,0,4,59,0,Florida
676,1966,3,Pat Killorin,C,0,0,5,0,Syracuse
677,1966,7,Emerson Boozer,RB,2,8,118,0,MD-Eastern Shore
678,1966,9,Dale Stewart,DE,0,0,,0,Pittsburgh
679,1966,10,Jerry Marion,WR,0,0,7,0,Wyoming
680,1966,11,Charley Washington,HB,0,0,,0,Grambling St.
681,1966,13,Benjy Dial,QB,0,0,1,0,Eastern New Mexico
682,1966,14,Joe Novogratz,LB,0,0,,0,Pittsburgh
683,1966,15,Joe Dobson,T,0,0,,0,Idaho
684,1966,16,Jim Long,E,0,0,,0,Purdue
685,1966,17,Mike Brundage,QB,0,0,,0,Oregon
686,1966,18,Ken Lucas,QB,0,0,,0,Pittsburgh
687,1966,19,Dave Neilson,QB,0,0,,0,Albion
688,1966,20,Ron Springer,T,0,0,,0,Albion
689,1965,2,Roy Jefferson,WR,3,10,162,0,Utah
690,1965,7,Charlie Browning,HB,0,0,1,0,Washington
691,1965,8,Bill Howley,E,0,0,,0,Pittsburgh
692,1965,9,Tom Neville,T,1,12,190,0,Mississippi St.
693,1965,10,Dave Tobey,LB,0,0,23,0,Oregon
694,1965,11,Frank Molden,DT,0,1,31,0,Jackson St.
695,1965,12,Craig Lofquist,B,0,0,,0,Minnesota
696,1965,13,J.R. Wilburn,FL,0,2,58,0,South Carolina
697,1965,14,Cannonball Butler,RB,1,5,97,0,Edward Waters
698,1965,15,John Carrell,LB,0,0,6,0,Texas Tech
699,1965,16,Doug Dusenbury,K,0,0,,0,Kansas St.
700,1965,17,Whit Canale,DE,0,0,16,0,Tennessee
701,1965,18,Bob Howard,B,0,0,,0,Stanford
702,1965,19,Lonnie Price,B,0,0,,0,Louisiana
703,1965,20,Craig Fertig,QB,0,0,,0,USC
704,1964,1,Paul Martha,DB,0,5,88,0,Pittsburgh
705,1964,2,Jim Kelly,TE,0,1,19,0,Notre Dame
706,1964,3,Ralph Baker,LB,0,10,142,0,Penn St.
707,1964,4,Ben McGee,DE,2,7,120,0,Jackson St.
708,1964,5,T.W. Alley,T,0,0,,0,William & Mary
709,1964,6,Tom Gibson,G,0,0,,0,South Carolina
710,1964,7,Bobby Smith,HB,1,1,36,0,North Texas
711,1964,8,Bobby Currington,HB,0,0,,0,North Carolina Central
712,1964,9,Bob Nichols,T,0,0,41,0,Stanford
713,1964,11,Robert Soleau,LB,0,0,14,0,William & Mary
714,1964,12,Bob Sherman,DB,0,0,25,0,Iowa
715,1964,13,Glenn Baker,T,0,0,,0,Washington St.
716,1964,14,Tom Jenkins,G,0,0,,0,Ohio St.
717,1964,15,Barry Brown,E,0,0,,0,Florida
718,1964,16,Ed Kesler,FB,0,0,,0,North Carolina
719,1964,17,Dennis Shaw,C,0,0,,0,Detroit Mercy
720,1964,18,Oliver Dobbins,DB,0,0,14,0,Morgan St.
721,1964,19,Don Marshall,T,0,0,,0,Lehigh
722,1964,20,Bryan Generalovich,E,0,0,,0,Pittsburgh
723,1963,8,Frank Atkinson,DT,0,0,17,0,Stanford
724,1963,9,Gene Carrington,T,0,0,,0,Boston Col.
725,1963,10,Bill Nelsen,QB,1,5,90,0,USC
726,1963,11,Hewritt Dixon,RB,4,7,99,0,Florida A&M
727,1963,12,Roy Curry,WR,0,0,6,0,Jackson St.
728,1963,13,Harold Gray,LB,0,0,,0,Los Angeles St.
729,1963,14,Robert Dickerson,E,0,0,,0,Bethune-Cookman
730,1963,15,Matt Szykowny,B,0,0,,0,Iowa
731,1963,16,Andy Russell,LB,7,12,168,2,Missouri
732,1963,17,Tim Stein,C,0,0,,0,Miami (OH)
733,1963,18,Jim Bradshaw,DB,0,4,62,0,Chattanooga
734,1963,19,Roger Berg,T,0,0,,0,St. Thomas
735,1963,20,Jim Traficant,B,0,0,,0,Pittsburgh
736,1962,1,Bob Ferguson,FB,0,0,20,0,Ohio St.
737,1962,7,Jack Collins,HB,0,0,,0,Texas
738,1962,8,Gary Ballman,FL,2,8,131,0,Michigan St.
739,1962,9,John Powers,TE,0,1,49,0,Notre Dame
740,1962,10,Larry Vignali,G,0,0,,0,Pittsburgh
741,1962,11,Bob Wills,E,0,0,,0,California
742,1962,12,Sam Mudie,B,0,0,,0,Rutgers
743,1962,13,Dave Woodward,T,0,0,,0,Auburn
744,1962,14,Jim Whitaker,E,0,0,,0,Nevada
745,1962,15,Vern Hatch,E,0,0,,0,North Carolina Central
746,1962,16,Bobby Ply,DB,0,0,77,0,Baylor
747,1962,17,Nat Tucker,B,0,0,,0,Florida A&M
748,1962,18,Ferrell Yarbrough,T,0,0,,0,
749,1962,19,John Kuprok,E,0,0,,0,Pittsburgh
750,1962,20,John Knight,B,0,0,,0,Valparaiso
751,1961,2,Myron Pottios,LB,3,7,129,0,Notre Dame
752,1961,5,Fred Mautino,E,0,0,,0,Syracuse
753,1961,7,Dick Hoak,RB,1,6,135,0,Penn St.
754,1961,8,George Balthazar,T,0,0,,0,Tennessee St.
755,1961,10,Red Mack,TE,0,1,58,0,Notre Dame
756,1961,11,Henry Clement,TE,0,0,14,0,North Carolina
757,1961,12,Frank Jackunas,C,0,0,3,0,Detroit Mercy
758,1961,14,Bob Schmitz,LB,0,0,51,0,Montana St.
759,1961,15,Ray McCowan,B,0,0,,0,West Texas A&M
760,1961,16,Wilbert Scott,LB,0,0,4,0,Indiana
761,1961,17,Terry Nofsinger,QB,0,0,24,0,Utah
762,1961,18,John Simko,E,0,0,,0,Augustana (SD)
763,1961,19,Bernard Wyatt,B,0,0,,0,Iowa
764,1961,20,Mike Jones,QB,0,0,,0,San Jose St.
765,1960,1,Jack Spikes,FB,0,1,86,0,TCU
766,1960,5,Abner Haynes,HB,3,6,112,0,North Texas
767,1960,7,Leonard Wilson,B,0,0,,0,Purdue
768,1960,7,Lonnie Dennis,G,0,0,,0,BYU
769,1960,8,Dan Lanphear,DE,0,0,16,0,Wisconsin
770,1960,9,Marshall Harris,G,0,0,,0,TCU
771,1960,10,John Kapele,DE,0,0,38,0,BYU
772,1960,10,Arvie Martin,C,0,0,,0,TCU
773,1960,12,Earl Butler,T,0,0,,0,North Carolina
774,1960,13,Joe Womack,HB,0,1,11,0,Los Angeles St.
775,1960,14,Brady Keys,DB,1,7,100,0,Colorado St.
776,1960,15,Larry Essenmacker,T,0,0,,0,Alma
777,1960,16,Dave Ames,HB,0,0,12,0,Richmond
778,1960,17,Dale Chamberlain,FB,0,0,,0,Miami (OH)
779,1960,18,Charley Lee,T,0,0,,0,Iowa
780,1960,19,Howard Turley,E,0,0,,0,Louisville
781,1960,20,George Hershberger,T,0,0,,0,Wichita St.
782,1959,8,Tom Barnett,HB,0,1,24,0,Purdue
783,1959,9,Hal Davis,G,0,0,,0,Houston
784,1959,10,Riley Gunnels,DT,0,3,91,0,Georgia
785,1959,11,Overton Curtis,B,0,0,,0,Utah St.
786,1959,12,Bill Pavliska,B,0,0,,0,Baylor
787,1959,13,Dewey Bohling,HB,0,1,26,0,Hardin-Simmons
788,1959,14,John Peppercorn,E,0,0,,0,Kansas
789,1959,15,J.W. Brodnax,FB,0,0,14,0,LSU
790,1959,16,Bill Carrico,G,0,0,,0,North Texas
791,1959,17,Bill Leeka,T,0,0,,0,UCLA
792,1959,18,John Seinturier,T,0,0,,0,USC
793,1959,19,Dave Kocourek,TE,4,6,115,0,Wisconsin
794,1959,20,Rudy Hayes,LB,0,0,28,0,Clemson
795,1959,21,Johnny Green,QB,0,2,30,0,Chattanooga
796,1959,22,Burley Polk,T,0,0,,0,Hardin-Simmons
797,1959,23,Ernye Davis,B,0,0,,0,McMurry
798,1959,24,Wayne Farmer,T,0,0,,0,Purdue
799,1959,25,Ron Miller,E,0,0,,0,Vanderbilt
800,1959,26,Jack Scott,DT,0,0,21,0,Ohio St.
801,1959,27,Charley Tolar,FB,2,6,95,0,Northwestern St. (LA)
802,1959,28,Ron Hall,DB,1,5,97,0,Missouri Valley
803,1959,29,Dick Loncar,T,0,0,,0,Notre Dame
804,1959,30,Willus Fjerstad,B,0,0,,0,Minnesota
805,1958,2,Larry Krutko,FB,0,1,25,0,West Virginia
806,1958,3,Billy Krisher,G,1,2,35,0,Oklahoma
807,1958,6,Dick Lasse,LB,0,2,54,0,Syracuse
808,1958,9,Mike Henry,LB,0,5,76,0,USC
809,1958,10,Dick Campbell,LB,0,2,36,0,Marquette
810,1958,11,Larry Aldrich,E,0,0,,0,Idaho
811,1958,12,Leroy Reed,B,0,0,,0,Mississippi
812,1958,14,Doyle Jennings,T,0,0,,0,Oklahoma
813,1958,15,Ed Sears,B,0,0,,0,Florida
814,1958,16,John Perkins,T,0,0,,0,Southern Miss
815,1958,17,Joe Lewis,DT,0,2,58,0,Compton CC (CA)
816,1958,19,Gene Keady,B,0,0,,0,Kansas St.
817,1958,20,George Johnson,T,0,0,,0,Wake Forest
818,1958,21,Everett Jones,G,0,0,,0,Utah
819,1958,22,Bill Thompson,E,0,0,,0,Duke
820,1958,23,Ken Trowbridge,B,0,0,,0,North Carolina St.
821,1958,24,Norm Roberts,E,0,0,,0,Texas A&M-Commerce
822,1958,25,Bill Groce,B,0,0,,0,North Texas
823,1958,26,Jon Evans,E,0,0,1,0,Oklahoma St.
824,1958,27,Floyd Dellinger,B,0,0,,0,Texas Tech
825,1958,28,Dean Akin,E,0,0,,0,Jacksonville St.
826,1958,29,Mert Fuquay,E,0,0,,0,Baylor
827,1958,30,Dick Scherer,E,0,0,,0,Pittsburgh
828,1957,1,Len Dawson HOF,QB,7,12,211,0,Purdue
829,1957,2,Bill Michael,G,0,0,3,0,Ohio St.
830,1957,3,Don Owens,DT,0,7,87,0,Southern Miss
831,1957,5,Perry Richards,E,0,0,47,0,Detroit Mercy
832,1957,6,George Volkert,B,0,0,,0,Georgia Tech
833,1957,7,Curley Johnson,RB,1,0,129,0,Houston
834,1957,9,Charley Hutchings,T,0,0,,0,Miami (FL)
835,1957,10,Ralph Jelic,B,0,0,,0,Pittsburgh
836,1957,11,Dick Hughes,HB,0,0,1,0,Tulsa
837,1957,12,Vern Ellison,G,0,0,,0,Oregon St.
838,1957,13,Dwaine Underwood,T,0,0,,0,Oklahoma St.
839,1957,14,Jim Crawford,HB,0,2,54,0,Wyoming
840,1957,15,Herman Canil,T,0,0,,0,Pittsburgh
841,1957,17,Corny Salvaterra,QB,0,0,,0,Pittsburgh
842,1957,18,Len Bigbee,E,0,0,,0,Texas A&M-Commerce
843,1957,19,Phil Bennett,LB,0,0,2,0,Miami (FL)
844,1957,20,John Szuchan,T,0,0,,0,North Carolina St.
845,1957,21,Chick Cichowski,DB,0,0,14,0,Indiana
846,1957,22,Aurelius Thomas,G,0,0,,0,Ohio St.
847,1957,23,Bob Pollock,T,0,0,,0,Pittsburgh
848,1957,24,Gary Francis,E,0,0,,0,Illinois
849,1957,25,Jim Hinesly,E,0,0,,0,Michigan St.
850,1957,26,Bob Swann,T,0,0,,0,Vanderbilt
851,1957,27,Bob Konkoly,B,0,0,,0,
852,1957,28,Frank Kolinsky,T,0,0,,0,Tennessee
853,1957,29,Tom Ramage,G,0,0,,0,Utah St.
854,1957,30,Don Serier,E,0,0,,0,Arkansas St.
855,1956,1,Gary Glick,DB,0,4,71,0,Colorado St.
856,1956,1,Art Davis,DB,0,0,9,0,Mississippi St.
857,1956,2,Joe Krupa,DT,1,8,110,0,Purdue
858,1956,3,Jim Taylor,C,0,1,29,0,Baylor
859,1956,4,Dick Murley,T,0,0,7,0,Purdue
860,1956,5,Bill Murakowski,B,0,0,,0,Purdue
861,1956,6,Ray Taylor,B,0,0,,0,TCU
862,1956,7,Dick Gaspari,C,0,0,,0,George Washington
863,1956,8,Vere Wellman,G,0,0,,0,Wichita St.
864,1956,9,Wayne Edmonds,G,0,0,,0,Notre Dame
865,1956,10,Lou Baldacci,HB,0,0,10,0,Michigan
866,1956,10,Bob Nolan,E,0,0,,0,Miami (FL)
867,1956,12,Phil Tarasovic,E,0,0,,0,Yale
868,1956,13,Weldon Holley,B,0,0,,0,Baylor
869,1956,14,Jim Emmons,T,0,0,,0,Alabama
870,1956,16,Lionel Reed,B,0,0,,0,Central Oklahoma
871,1956,17,Bill Schmitt,G,0,0,,0,Pittsburgh
