Player ID,Year,Rnd,Player,Pos,PB,St,G,SB,College/Univ
872,1956,18,John Stephans,QB,0,0,,0,Holy Cross
873,1956,19,Jerry Jacobs,G,0,0,,0,Florida St.
874,1956,20,Fred Glatz,E,0,0,4,0,Pittsburgh
875,1956,21,Gene Martell,T,0,0,,0,Notre Dame
876,1956,22,Ray DiPasquale,B,0,0,,0,Pittsburgh
877,1956,23,Pete Neft,QB,0,0,,0,Pittsburgh
878,1956,24,Bryan Engram,E,0,0,,0,TCU
879,1956,25,Bill O'Dell,B,0,0,,0,Clemson
880,1956,26,Frank Sweeney,G,0,0,,0,
881,1956,27,Buddy Benson,B,0,0,,0,Arkansas
882,1956,28,Bill DeGraaf,B,0,0,,0,Cornell
883,1956,29,Wes Thompson,T,0,0,,0,Alabama
884,1955,1,Frank Varrichione,T,5,10,133,0,Notre Dame
885,1955,3,Ed Bernet,E,0,1,21,0,SMU
886,1955,4,Fred Broussard,C,0,0,8,0,Texas A&M
887,1955,5,George Mason,T,0,0,,0,Alabama
888,1955,6,Lem Harkey,FB,0,0,4,0,Col. of Emporia
889,1955,7,Hal Reeve,T,0,0,,0,Oregon
890,1955,9,Johnny Unitas HOF,QB,10,14,211,0,Louisville
891,1955,10,Terry Boyle,T,0,0,,0,Cincinnati
892,1955,11,Vic Eaton,QB,0,0,12,0,Missouri
893,1955,12,Jim Cooke,E,0,0,,0,Lincoln (PA)
894,1955,13,Jim Whitmer,B,0,0,,0,Purdue
895,1955,14,John (Buck) Byrne,G,0,0,,0,John Carroll
896,1955,15,Ellis Duckett,B,0,0,,0,Michigan St.
897,1955,16,Frank Vincent,C,0,0,,0,Glenville St.
898,1955,17,Ed Merchant,B,0,0,,0,Miami (OH)
899,1955,18,Albie Maier,G,0,0,,0,Marshall
900,1955,19,Ed Smith,B,0,0,,0,Texas Southern
901,1955,20,Lou Matykiewicz,E,0,0,,0,Iowa
902,1955,21,Rees Phenix,T,0,0,,0,Georgia Tech
903,1955,22,Richie McCabe,DB,0,3,52,0,Pittsburgh
904,1955,23,Gordy Holz,DT,0,5,70,0,Minnesota
905,1955,24,Mike Mayock,E,0,0,,0,Villanova
906,1955,25,Charlie Bull,G,0,0,,0,Missouri
907,1955,26,Jim Soltau,E,0,0,,0,Minnesota
908,1955,27,Bill Sanford,B,0,0,,0,Hofstra
909,1955,28,Dave Williams,G,0,0,,0,Ohio St.
910,1955,29,Bernie Sinclair,E,0,0,,0,Texas A&M
911,1955,30,Jim Caruzzi,B,0,0,,0,Marquette
912,1954,1,Johnny Lattner,HB,1,1,12,0,Notre Dame
913,1954,2,Pat Stark,B,0,0,,0,Syracuse
914,1954,3,Tom Miner,K,0,0,12,0,Tulsa
915,1954,6,Laurin Pepper,B,0,0,,0,Southern Miss
916,1954,7,Jack O'Brien,E,0,0,31,0,Florida
917,1954,8,Paul Cameron,DB,1,1,12,0,UCLA
918,1954,9,Joe Zombek,DE,0,0,9,0,Pittsburgh
919,1954,10,Bob Fisher,T,0,0,,0,Tennessee
920,1954,11,Lou Cimarolli,B,0,0,,0,Pittsburgh
921,1954,12,Don Fritz,E,0,0,,0,Cincinnati
922,1954,13,Charley Lattimer,C,0,0,,0,Maryland
923,1954,14,Roger Bradford,E,0,0,,0,Waynesburg
924,1954,15,Tom Drake,G,0,0,,0,Chattanooga
925,1954,16,Cas Krol,T,0,0,,0,Detroit Mercy
926,1954,17,Joe Fulwyler,C,0,0,,0,Oregon St.
927,1954,18,Don Penza,E,0,0,,0,Notre Dame
928,1954,19,Don Rydalch,B,0,0,,0,Utah
929,1954,20,Fred Prender,B,0,0,,0,West Chester
930,1954,21,Dan Tassotti,T,0,0,,0,Miami (FL)
931,1954,22,John Lapsley,G,0,0,,0,Northeastern
932,1954,23,Joe Pascarella,T,0,0,,0,Penn St.
933,1954,24,Jack Flanagan,E,0,0,,0,Detroit Mercy
934,1954,25,Jim Barron,T,0,0,,0,Mississippi St.
935,1954,26,Joe Varaitis,B,0,0,,0,Pennsylvania
936,1954,27,Tom Yewcic,QB,0,0,77,0,Michigan St.
937,1954,28,Joe Bush,G,0,0,,0,Notre Dame
938,1954,29,Joe Fagan,T,0,0,,0,John Carroll
939,1954,30,Juel Sweatte,B,0,0,,0,Oklahoma
940,1953,1,Ted Marchibroda,QB,0,1,30,0,Detroit Mercy
941,1953,2,John Henry Johnson HOF,FB,4,9,143,0,Arizona St.
942,1953,3,Marv Matuszak,LB,3,5,126,0,Tulsa
943,1953,4,Lloyd Colteryahn,E,0,1,27,0,Maryland
944,1953,5,Bob Gaona,T,0,5,60,0,Wake Forest
945,1953,6,Tom Barton,G,0,0,,0,Clemson
946,1953,7,John Alderton,DE,0,1,10,0,Maryland
947,1953,8,Lowell Perry,E,0,1,6,0,Michigan
948,1953,9,Pat Sarnese,T,0,0,,0,Temple
949,1953,10,Frank Holohan,T,0,0,,0,Tennessee
950,1953,12,Jerry Robertson,B,0,0,,0,Kansas
951,1953,13,Leo Davis,E,0,0,,0,Bradley
952,1953,14,Charley Montgomery,T,0,0,,0,Mississippi
953,1953,15,Bob O'Neil,G,0,2,38,0,Notre Dame
954,1953,16,John Zachary,B,0,0,,0,Miami (OH)
955,1953,17,Reed Quinn,B,0,0,,0,Florida
956,1953,18,Carl Holben,T,0,0,,0,Duke
957,1953,19,Jim Williams,B,0,0,,0,Louisville
958,1953,20,Will Lee Hayley,E,0,0,,0,Auburn
959,1953,21,Don Earley,G,0,0,,0,South Carolina
960,1953,22,Ed O'Connor,T,0,0,,0,Maryland
961,1953,23,Ray Correll,G,0,0,,0,Kentucky
962,1953,24,Bob Schneidenbach,B,0,0,,0,Miami (FL)
963,1953,25,Vic Hampel,E,0,0,,0,Houston
964,1953,26,Jack McClairen,E,1,2,45,0,Bethune-Cookman
965,1953,27,Jack Delaney,B,0,0,,0,Cincinnati
966,1953,28,Joe Cimini,T,0,0,,0,Mississippi St.
967,1953,29,Art Massaro,B,0,0,,0,Washington & Jefferson
968,1953,30,Lou Tepe,C,0,2,34,0,Duke
969,1952,1,Ed Modzelewski,FB,0,2,66,0,Maryland
970,1952,2,George Tarasovic,DE,0,9,155,0,LSU
971,1952,3,Steve Wadiak,B,0,0,,0,South Carolina
972,1952,4,Jack Gearding,T,0,0,,0,
973,1952,7,Claude Hipps,DB,0,1,17,0,Georgia
974,1952,9,Hal (Herky) Payne,B,0,0,,0,Tennessee
975,1952,10,George Gilmartin,B,0,0,,0,
976,1952,11,Jack Spinks,T,0,0,30,0,Alcorn St.
977,1952,12,Marv McFadden,G,0,2,24,0,Michigan St.
978,1952,13,Dave Flood,B,0,0,,0,Notre Dame
979,1952,14,June Davis,G,0,0,,0,Texas
980,1952,15,Dick Pivirotto,B,0,0,,0,Princeton
981,1952,16,Pete Ladygo,G,0,2,24,0,Maryland
982,1952,17,Pat Smithwick,E,0,0,,0,St. Norbert
983,1952,18,Andy MacDonald,B,0,0,,0,Central Michigan
984,1952,19,Gary Kerkorian,QB,0,1,32,0,Stanford
985,1952,20,Dan Simeone,T,0,0,,0,Villanova
986,1952,21,Harry Babcock,E,0,0,,0,Georgia
987,1952,22,Bob Byrne,B,0,0,,0,Montana St.
988,1952,23,Vic Pollock,B,0,0,,0,Army
989,1952,24,Bob Bestwick,B,0,0,,0,Pittsburgh
990,1952,25,Bill Robinson,HB,0,0,3,0,Lincoln (MO)
991,1952,26,Bobby Wilson,B,0,0,,0,Alabama
992,1952,27,Dick Doyle,DB,0,1,18,0,Ohio St.
993,1952,28,Jerry Hanifan,B,0,0,,0,St. Bonaventure
994,1952,29,Chris Warriner,E,0,0,,0,Pittsburgh
995,1952,30,Ed Kissell,DB,0,0,13,0,Wake Forest
996,1951,1,Butch Avinger,FB,0,0,12,0,Alabama
997,1951,2,Chuck Ortmann,B,0,0,15,0,Michigan
998,1951,3,George Sulima,E,0,2,31,0,Boston Univ.
999,1951,4,Barry French,T,0,2,49,0,Purdue
1000,1951,5,Floyd Sampson,B,0,0,,0,McMurry
1001,1951,6,Dale Dodrill,MG,4,8,103,0,Colorado St.
1002,1951,7,Ray Mathews,HB,2,8,114,0,Clemson
1003,1951,8,Henry Minarik,E,0,0,11,0,Michigan St.
1004,1951,9,John Schweder,G,0,5,71,0,Pennsylvania
1005,1951,10,Paul Salata,,0,1,23,0,USC
1006,1951,11,Joe McCutcheon,C,0,0,,0,Washington & Lee
1007,1951,12,Jim Brandt,DB,0,1,33,0,St. Thomas
1008,1951,13,Bill Szabo,T,0,0,,0,Bucknell
1009,1951,14,Mike Mizerany,G,0,0,,0,Alabama
1010,1951,15,Clay Webb,B,0,0,,0,Kentucky
1011,1951,16,Lambert Oberg,C,0,0,,0,
1012,1951,17,Ted Gehlmann,T,0,0,,0,William & Mary
1013,1951,18,Pat Field,B,0,0,,0,Georgia
1014,1951,19,Bill Pavlikowski,B,0,0,,0,Boston Univ.
1015,1951,20,Tom (Tex) Donnalley,T,0,0,,0,Holy Cross
1016,1951,21,Ernie Cheatham,DT,0,0,6,0,Loyola Marymount
1017,1951,22,Dick Hendley,BB,0,0,7,0,Clemson
1018,1951,23,Joe Minor,E,0,0,,0,John Carroll
1019,1951,24,Art Alois,C,0,0,,0,San Francisco
1020,1951,25,Tom Calvin,HB,0,0,30,0,Alabama
1021,1951,26,Bill (Pug) Pearman,G,0,0,,0,Tennessee
1022,1951,27,Bob Radcliffe,B,0,0,,0,Wisconsin
1023,1951,28,Howie Hansen,B,0,0,,0,UCLA
1024,1951,29,Fred Smith,E,0,0,,0,Tulsa
1025,1951,30,John Gruble,E,0,0,,0,Tennessee
1026,1950,1,Lynn Chandnois,HB,2,4,73,0,Michigan St.
1027,1950,2,Ernie Stautner HOF,DT,9,13,173,0,Boston Col.
1028,1950,3,George Hughes,T,2,5,60,0,William & Mary
1029,1950,5,Tom Rowe,E,0,0,,0,Dartmouth
1030,1950,5,Lou Allen,T,0,2,24,0,Duke
1031,1950,6,Ed Mattson,B,0,0,,0,
1032,1950,7,Truett Smith,BB,0,1,20,0,Mississippi St.
1033,1950,8,Fran Rogel,FB,1,7,96,0,Penn St.
1034,1950,9,Max Druen,T,0,0,,0,Tulane
1035,1950,11,Charley Williams,E,0,0,,0,Sam Houston St.
1036,1950,13,Negley Norton,T,0,0,,0,Penn St.
1037,1950,14,Jim Kynes,C,0,0,,0,Florida
1038,1950,15,Harry Russell,B,0,0,,0,San Jose St.
1039,1950,16,Bernie Barkouskie,G,0,0,,0,Pittsburgh
1040,1950,17,Al Bodine,B,0,0,,0,Georgia
1041,1950,18,Kenneth Powell,E,0,0,,0,North Carolina
1042,1950,19,Frank Gaul,T,0,0,12,0,Notre Dame
1043,1950,20,Mike DeNoia,B,0,0,,0,Scranton
1044,1950,21,Dick Tomlinson,G,0,2,24,0,Kansas
1045,1950,22,Stan Burak,B,0,0,,0,George Washington
1046,1950,23,Walt Kersulis,E,0,0,,0,Illinois
1047,1950,24,John Weaver,G,0,1,12,0,Miami (OH)
1048,1950,25,Bob Numbers,C,0,0,,0,Lehigh
1049,1950,26,Nick Vaccaro,B,0,0,,0,Florida
1050,1950,27,Elmer Kreiser,E,0,0,,0,Bloomsburg
1051,1950,28,Jerry Diehl,B,0,0,,0,Idaho
1052,1950,29,Carl DePasqua,B,0,0,,0,Pittsburgh
1053,1950,30,Ed Hudak,T,0,0,,0,Notre Dame
1054,1949,1,Bob Gage,DB,0,0,22,0,Clemson
1055,1949,2,Harper Davis,DB,0,2,35,0,Mississippi St.
1056,1949,3,Bill Walsh,C,2,6,72,0,Notre Dame
1057,1949,4,Joe Geri,TB,2,3,48,0,Georgia
1058,1949,5,Bill Long,E,0,0,10,0,Oklahoma St.
1059,1949,6,Doug Brightwell,C,0,0,,0,TCU
1060,1949,7,Bill Talarico,B,0,0,,0,Pennsylvania
1061,1949,8,George Brown,G,0,0,20,0,TCU
1062,1949,9,Tom Brennan,T,0,0,,0,Boston Col.
1063,1949,10,Bob Hood,E,0,0,,0,Alabama
1064,1949,11,Al Sanders,C,0,0,,0,Southern Miss
1065,1949,12,Jim Finks HOF,QB,1,6,79,0,Tulsa
1066,1949,13,R.R. Walston,G,0,0,,0,North Texas
1067,1949,14,Dave Moon,B,0,0,,0,SMU
1068,1949,15,Ed Sobczak,E,0,0,,0,Michigan
1069,1949,16,Denvard Snell,T,0,0,,0,Auburn
1070,1949,17,Veto Kissell,LB,0,0,20,0,Holy Cross
1071,1949,18,Clint Shipman,T,0,0,,0,Texas A&M-Commerce
1072,1949,19,Jack McBride,E,0,0,,0,Rice
1073,1949,20,Ben Mann,G,0,0,,0,Mississippi
1074,1949,21,Joe Jackura,C,0,0,,0,Georgia
1075,1949,22,Lloyd Johnson,B,0,0,,0,West Texas A&M
1076,1949,23,Jim Owens,E,0,0,9,0,Oklahoma
1077,1949,24,Ivan Snowden,T,0,0,,0,Texas A&M-Kingsville
1078,1949,25,Bobby Gaff,B,0,0,,0,Texas A&M
1079,1948,1,Dan Edwards,E,1,6,71,0,Georgia
1080,1948,3,Jerry Nuzum,HB,0,2,45,0,New Mexico St.
1081,1948,5,John Wozniak,G,1,5,62,0,Alabama
1082,1948,6,Joe Gasparella,BB,0,0,26,0,Notre Dame
1083,1948,7,Bill Luongo,B,0,0,,0,Pennsylvania
1084,1948,8,Jim Cooper,C,0,0,1,0,North Texas
1085,1948,9,Ed Ryan,E,0,0,9,0,British Columbia
1086,1948,10,Dick Deranek,B,0,0,,0,Indiana
1087,1948,11,Paul Redfield,T,0,0,,0,Colgate
1088,1948,12,George Papach,FB,0,1,22,0,Purdue
1089,1948,13,Tom Finical,E,0,0,,0,Princeton
1090,1948,14,Clayton Lane,T,0,0,1,0,New Hampshire
1091,1948,15,Dick Mazuca,G,0,0,,0,Canisius
1092,1948,16,Bill McPeak,DE,3,7,105,0,Pittsburgh
1093,1948,17,Frank Messoline,B,0,0,,0,Scranton
1094,1948,18,Tom Lane,T,0,0,,0,Muhlenberg
1095,1948,19,Pete Barbolak,T,0,0,10,0,Purdue
1096,1948,20,Fred Folger,B,0,0,,0,Duke
1097,1948,21,Charley Snyder,T,0,0,,0,Marshall
1098,1948,22,Tally Stevens,E,0,0,,0,Utah
1099,1948,23,Dike Norman,C,0,0,,0,Washington & Lee
1100,1948,24,Floyd Simmons,B,0,0,11,0,Notre Dame
1101,1948,25,Paul Hausser,T,0,0,,0,Wichita St.
1102,1948,26,Bob Ramsey,B,0,0,,0,SMU
1103,1948,27,Felton Whitlow,T,0,0,,0,North Texas
1104,1948,28,Dinky Bowen,B,0,0,,0,Georgia Tech
1105,1948,29,Abe Gibron,G,0,0,,0,Purdue
1106,1948,30,Bruce Hilkene,T,0,0,,0,Michigan
1107,1948,31,Ted Zuchowski,T,0,0,,0,Toledo
1108,1948,32,Tony DeMattea,B,0,0,,0,Pittsburgh
1109,1947,1,Hub Bechtol,E,0,1,38,0,Texas Tech
1110,1947,3,John Mastrangelo,T,0,1,44,0,Notre Dame
1111,1947,5,Frank Wydo,T,0,10,132,0,Cornell
1112,1947,6,Frank Aschenbrenner,RB,0,0,6,0,Northwestern
1113,1947,7,Bryant Meeks,C,0,0,18,0,South Carolina
1114,1947,8,Jerry Shipkey,LB,3,4,67,0,UCLA
1115,1947,9,Bert Vander Clute,G,0,0,,0,Wesleyan
1116,1947,10,Paul Gibson,E,0,2,30,0,North Carolina St.
1117,1947,11,Jack Medd,C,0,0,,0,Wesleyan
1118,1947,12,Jack Fitch,B,0,0,,0,North Carolina
1119,1947,13,Ara Parseghian,HB,0,0,14,0,Miami (OH)
1120,1947,14,Red Moore,G,0,3,36,0,Penn St.
1121,1947,15,Larry Bruno,B,0,0,,0,Geneva
1122,1947,16,Ralph Jenkins,C,0,0,,0,Clemson
1123,1947,17,Elbie Nickel,E,3,9,131,0,Cincinnati
1124,1947,18,Bill Cregar,G,0,1,23,0,Holy Cross
1125,1947,19,Jerry Mulready,E,0,1,9,0,North Dakota St.
1126,1947,20,Warren Smith,T,0,0,,0,Kansas Wesleyan
1127,1947,21,Fred Hamilton,T,0,0,,0,Vanderbilt
1128,1947,22,Fred Taylor,E,0,0,,0,TCU
1129,1947,23,Binks Bushmiaer,B,0,0,,0,Vanderbilt
1130,1947,24,Paul Davis,FB,0,0,11,0,Otterbein
1131,1947,25,Tommy Kalmanir,HB,0,1,43,0,Nevada
1132,1947,26,Don Mohr,E,0,0,,0,Baldwin Wallace
1133,1947,27,Art Young,G,0,0,,0,Dartmouth
1134,1947,28,Ralph Sazio,T,0,1,13,0,William & Mary
1135,1947,29,Dick Pitzer,E,0,0,,0,Army
1136,1947,30,Tom Stalloni,T,0,0,,0,Delaware
1137,1947,31,Vince DiFrancesca,G,0,0,,0,Northwestern
1138,1947,32,Warren Lahr,DB,1,10,124,0,Case Western Reserve
1139,1946,1,Felix (Doc) Blanchard,B,0,0,,0,Army
1140,1946,2,George Clark,B,0,0,,0,Duke
1141,1946,3,Harmon Rowe,DB,0,3,59,0,San Francisco
1142,1946,4,Joe Tepsic,B,0,0,,0,Penn St.
1143,1946,5,Jack Seiferling,B,0,0,,0,Utah St.
1144,1946,6,Marion Woods,G,0,0,,0,Clemson
1145,1946,7,Tom Reinhardt,T,0,0,,0,Minnesota
1146,1946,8,Joe Ponsetto,B,0,0,,0,Michigan
1147,1946,9,Bob Evans,B,0,0,,0,Pennsylvania
1148,1946,10,Mel Bonwell,B,0,0,,0,Central College (IA)
1149,1946,11,Doc Holloway,G,0,0,,0,William & Mary
1150,1946,12,Carroll Owen,B,0,0,,0,Catawba
1151,1946,13,George Poppin,T,0,0,,0,New Mexico
1152,1946,14,Bob McCain,E,0,0,11,0,Mississippi
1153,1946,15,Tom Tallchief,T,0,0,,0,Oklahoma
1154,1946,16,Al Perl,B,0,0,,0,Youngstown St.
1155,1946,17,Russ Lopez,C,0,0,,0,West Virginia
1156,1946,18,Charles (Buck) Garrison,G,0,0,,0,Wake Forest
1157,1946,19,Bill Cloud,T,0,0,,0,Temple
1158,1946,20,Mike Garbinski,B,0,0,,0,Penn St.
1159,1946,21,Charley Loiacono,C,0,0,,0,Lafayette
1160,1946,22,George Johnson,T,0,0,,0,Pittsburgh
1161,1946,23,Bill Leitheiser,G,0,0,,0,Duke
1162,1946,24,Roger Adams,C,0,0,,0,Florida
1163,1946,25,Bob Verkins,B,0,0,,0,Tulsa
1164,1946,26,Clarence Castle,B,0,0,,0,Mississippi
1165,1946,27,Marchi Marino,T,0,0,,0,Penn St.
1166,1946,28,Bob Hansen,E,0,0,,0,UCLA
1167,1946,29,Larry Graves,T,0,0,,0,Newberry
1168,1946,30,Gail Bruce,DE,0,2,50,0,Washington
1169,1945,1,Paul Duhart,B,0,0,13,0,Florida
1170,1945,2,Jack Dugger,T,0,1,37,0,Ohio St.
1171,1945,3,Bill Dellastatious,B,0,0,,0,Missouri
1172,1945,4,Roger Adams,C,0,0,,0,Florida
1173,1945,5,Charley Mehelich,DE,0,2,59,0,Duquesne
1174,1945,6,Gregg Browning,E,0,0,3,0,Denver
1175,1945,7,Mike Wolak,B,0,0,,0,Duquesne
1176,1945,8,Tom Hughes,T,0,0,,0,Missouri
1177,1945,9,Leon Pense,BB,0,1,10,0,Arkansas
1178,1945,10,Art Brandau,C,0,0,6,0,Tennessee
1179,1945,11,Ray Ball,B,0,0,,0,Holy Cross
1180,1945,12,Frank Basilone,B,0,0,,0,Duquesne
1181,1945,13,John Monahan,E,0,0,,0,Dartmouth
1182,1945,14,Mel Odelli,HB,0,0,2,0,Duquesne
1183,1945,15,George Connor,T,0,0,,0,Notre Dame
1184,1945,16,Jim Ungles,B,0,0,,0,Kansas St.
1185,1945,17,Jack Itzel,FB,0,0,10,0,Pittsburgh
1186,1945,18,Alex Wizbicki,DB,0,1,45,0,Holy Cross
1187,1945,19,Jim Landrigan,T,0,0,5,0,Dartmouth
1188,1945,20,Bill Lilienthal,T,0,0,,0,Villanova
1189,1945,21,Art Price,B,0,0,,0,Rutgers
1190,1945,22,Don Malmberg,B,0,0,,0,UCLA
1191,1945,23,Everett Harwell,E,0,0,,0,Auburn
1192,1945,24,Ed Cain,B,0,0,,0,Rice
1193,1945,25,Angelo Carlaccini,B,0,0,,0,Pittsburgh
1194,1945,26,Ed Burns,B,0,0,,0,Boston Col.
1195,1945,27,Glen Stough,T,0,1,10,0,Duke
1196,1945,28,Jim Marsh,T,0,0,,0,Oklahoma St.
1197,1945,29,Ralph Grant,B,0,0,,0,Bucknell
1198,1945,30,John Kondrla,T,0,0,1,0,St. Vincent
1199,1944,1,Johnny Podesto,B,0,0,,0,St. Mary's (CA)
1200,1944,2,Bob Odell,E,0,0,,0,Pennsylvania
1201,1944,3,Bob Gantt,E,0,0,,0,Duke
1202,1944,4,Art McCaffray,T,0,1,11,0,Pacific
1203,1944,5,George Owen,G,0,0,,0,Wake Forest
1204,1944,6,Dan Savage,B,0,0,,0,Brown
1205,1944,7,Jesse Freitas,QB,0,1,31,0,Santa Clara
1206,1944,8,George Titus,C,0,0,11,0,Holy Cross
1207,1944,9,Ed Stofko,TB,0,0,2,0,St. Francis (PA)
1208,1944,10,Val Jansante,E,0,5,68,0,Villanova
1209,1944,11,Carl Buda,G,0,0,3,0,Tulsa
1210,1944,12,Sam Gray,E,0,0,16,0,Tulsa
1211,1944,13,Bob Longacre,B,0,0,,0,William & Mary
1212,1944,14,Les Zetty,E,0,0,,0,Muhlenberg
1213,1944,15,Jim Myers,G,0,0,,0,Tennessee
1214,1944,16,Joe Gottlieb,B,0,0,,0,Duquesne
1215,1944,17,Hugh Davis,B,0,0,,0,Michigan St.
1216,1944,18,Bill Sullivan,E,0,0,,0,Villanova
1217,1944,19,Jimmy Woodside,C,0,0,,0,Temple
1218,1944,20,Bill Miller,B,0,0,,0,Pennsylvania
1219,1944,21,Bob Lawson,E,0,0,,0,Holy Cross
1220,1944,22,Hank Caver,B,0,0,,0,Presbyterian
1221,1944,23,Paul Carter,T,0,0,,0,Michigan St.
1222,1944,24,Dick Holben,T,0,0,,0,Muhlenberg
1223,1944,25,Howard Tippee,B,0,0,,0,Iowa St.
1224,1944,26,Charley Malmberg,T,0,0,,0,Rice
1225,1944,27,Russ Ashbaugh,B,0,0,,0,Notre Dame
1226,1944,28,Pat Petroski,G,0,0,,0,Miami (FL)
1227,1944,29,Joe Tosti,E,0,0,,0,Scranton
1228,1944,30,Len Seelinger,B,0,0,,0,Wisconsin
1229,1943,1,Bill Daley,FB,0,1,24,0,Columbia
1230,1943,3,Jack Russell,E,0,4,65,0,Baylor
1231,1943,5,Harry Connolly,TB,0,0,3,0,Boston Col.
1232,1943,6,Lou Sossamon,C,0,2,42,0,South Carolina
1233,1943,7,Al Ratto,C,0,0,,0,
1234,1943,8,Ray Curry,E,0,0,,0,
1235,1943,9,Ed Murphy,E,0,0,,0,Holy Cross
1236,1943,10,Dick Dwelle,B,0,0,,0,Rice
1237,1943,11,Al Wukits,C,0,0,38,0,Duquesne
1238,1943,12,Joe Repko,T,0,0,37,0,Boston Col.
1239,1943,13,Pete Boltrek,T,0,0,,0,North Carolina St.
1240,1943,14,Mort Shiekman,G,0,0,,0,Pennsylvania
1241,1943,15,Milt Crain,FB,0,0,10,0,Baylor
1242,1943,16,Max Kielbasa,HB,0,0,2,0,Duquesne
1243,1943,17,Nick Skorich,G,0,1,32,0,Cincinnati
1244,1943,18,Jackie Field,B,0,0,,0,Texas
1245,1943,19,Ray Bucek,G,0,1,11,0,Texas A&M
1246,1943,20,Johnny Welsh,B,0,0,,0,Pennsylvania
1247,1943,21,Tony Compagno,FB,0,1,34,0,St. Mary's (CA)
1248,1943,22,Willie Zapalac,B,0,0,,0,Texas A&M
1249,1943,23,George Bain,T,0,0,,0,Oregon St.
1250,1943,24,Harry Wynne,E,0,0,15,0,Arkansas
1251,1943,25,Joe Cibulas,T,0,0,5,0,Duquesne
1252,1943,26,Bill Yambrick,C,0,0,,0,Western Michigan
1253,1943,27,Jack Freeman,G,0,0,12,0,Texas
1254,1943,28,Joe Goode,B,0,0,,0,Duquesne
1255,1943,29,Jack Durishan,T,0,0,6,0,Pittsburgh
1256,1943,30,Fritz Lobpries,G,0,0,,0,Texas
1257,1943,31,Art Jones,B,0,0,,0,Haverford
1258,1943,32,Bob Ruman,B,0,0,,0,Arizona
1259,1942,1,Bill Dudley HOF,HB,3,8,90,0,Virginia
1260,1942,2,Vern Martin,BB,0,1,11,0,Texas
1261,1942,3,Ken Casanega,QB,0,0,15,0,Santa Clara
1262,1942,4,Mal Kutner,E,0,5,56,0,Texas
1263,1942,5,Curt Sandig,HB,0,1,20,0,Baylor
1264,1942,6,Charley Greene,T,0,0,,0,Tulsa
1265,1942,7,Johnny Butler,HB,0,2,26,0,Tennessee
1266,1942,8,Floyd Spendlove,T,0,0,,0,Utah
1267,1942,9,Rayburn Chase,B,0,0,,0,Missouri
1268,1942,10,Ernie Steele,HB,0,0,69,0,Washington
1269,1942,11,Thornley Wood,B,0,0,,0,Columbia
1270,1942,12,Bill Roach,E,0,0,,0,TCU
1271,1942,13,Wayne Holt,G,0,0,,0,Tulsa
1272,1942,14,Clure Mosher,C,0,0,2,0,Louisville
1273,1942,15,Hubbard Law,G,0,0,17,0,Sam Houston St.
1274,1942,16,Andy Tomasic,TB,0,0,15,0,Temple
1275,1942,17,Garth Chamberlain,G,0,0,3,0,BYU
1276,1942,18,John Rokisky,DE,0,0,25,0,Duquesne
1277,1942,19,Ray (Earthquake) Jenkins,B,0,0,,0,Colorado
1278,1942,20,Frank Kapriva,G,0,0,,0,Wake Forest
1279,1941,2,Chet Gladchuk,C,0,2,28,0,Boston Col.
1280,1941,3,Johnny Knolla,HB,0,0,18,0,Creighton
1281,1941,4,Jim Ringgold,B,0,0,,0,Wake Forest
1282,1941,5,Vic Sears,T,0,10,131,0,Oregon St.
1283,1941,6,Bob Suffridge,G,0,1,20,0,Tennessee
1284,1941,7,Jim Roberts,C,0,0,,0,Marshall
1285,1941,9,Ervin (Buddy) Elrod,E,0,0,,0,Mississippi St.
1286,1941,10,Ralph Fritz,G,0,0,10,0,Michigan
1287,1941,11,Emil Uremovich,T,0,3,48,0,Indiana
1288,1941,12,Paul Severin,E,0,0,,0,North Carolina
1289,1941,13,Russ Cotton,QB,0,0,11,0,Texas-El Paso
1290,1941,14,J.W. Goree,G,0,0,,0,LSU
1291,1941,15,John Eibner,T,0,2,30,0,Kentucky
1292,1941,16,Wes McAfee,HB,0,0,8,0,Duke
1293,1941,17,Terry Fox,FB,0,0,21,0,Miami (FL)
1294,1941,18,Bill Cornwell,T,0,0,,0,Furman
1295,1941,19,George Kerr,G,0,0,,0,Boston Col.
1296,1941,20,Bob Bjorklund,C,0,0,7,0,Minnesota
1297,1941,21,Jim Castiglia,FB,0,1,42,0,Georgetown (DC)
1298,1941,22,Mort Landsberg,HB,0,1,17,0,Cornell
1299,1940,1,Kay Eakin,HB,0,0,31,0,Arkansas
1300,1940,2,Ralph Wenzel,E,0,0,6,0,Tulane
1301,1940,3,George Kiick,FB,0,1,17,0,Bucknell
1302,1940,4,Pop Ivy,E,1,2,57,0,Oklahoma
1303,1940,5,Clark Goff,T,0,0,11,0,Florida
1304,1940,6,Frank Bykowski,G,0,0,1,0,Purdue
1305,1940,7,Pete Cignetti,B,0,0,,0,Boston Col.
1306,1940,8,Carl Nery,G,0,0,22,0,Duquesne
1307,1940,9,Dick Boisseau,T,0,0,,0,Washington & Lee
1308,1940,10,Paul Shu,B,0,0,,0,VMI
1309,1940,11,Cary Cox,C,0,0,,0,Alabama
1310,1940,12,Rocco Pirro,G,0,4,71,0,Catholic
1311,1940,13,John Noppenberg,B,0,0,15,0,Miami (FL)
1312,1940,14,Nick Stubler,T,0,0,,0,Santa Clara
1313,1940,15,Ray McCarthy,B,0,0,,0,Santa Clara
